final_energy,mean_energy,max_energy,oscillation_count,oscillation_index,regression_count,c1_alerts,c2_rejections,final_energy_std,mean_energy_std,max_energy_std,oscillation_count_std,oscillation_index_std,regression_count_std,c1_alerts_std,c2_rejections_std,h_rate,lr,drift_freq,drift_label,ablation,n_seeds
807.86332736902,579.362660924967,813.7125767050582,262.7,0.4378333333333334,58.9,125.8,581.9,1319.1490766214624,946.7316559454301,1320.3966004524248,12.337341690980274,0.020562236151633776,7.313685801290618,27.054759285567485,4.109744517606903,0.5,0.01,0,stationary,full,10
42432465554633.336,1395408557036.7927,42432465862824.21,3.8,0.006333333333333334,422.0,0.0,0.0,44367314584479.516,1369575075989.5586,44367314594497.125,2.5612496949731396,0.004268749491621899,14.642404174178502,0.0,0.0,0.5,0.05,0,stationary,none,10
807.86332736902,579.362660924967,813.7125767050582,262.7,0.4378333333333334,58.9,125.8,581.9,1319.1490766214624,946.7316559454301,1320.3966004524248,12.337341690980274,0.020562236151633776,7.313685801290618,27.054759285567485,4.109744517606903,0.5,0.05,0,stationary,full,10
1.4091400949661022e+26,2.3329800074972363e+24,1.4091400949661114e+26,2.2,0.003666666666666666,442.5,0.0,0.0,2.3696751110254846e+26,3.6163444965854346e+24,2.3696751110254846e+26,1.6,0.002666666666666667,13.807606599262597,0.0,0.0,0.5,0.1,0,stationary,none,10
807.86332736902,579.362660924967,813.7125767050582,262.7,0.4378333333333334,58.9,125.8,581.9,1319.1490766214624,946.7316559454301,1320.3966004524248,12.337341690980274,0.020562236151633776,7.313685801290618,27.054759285567485,4.109744517606903,0.5,0.1,0,stationary,full,10
4.700619930539012e+49,4.087885086359988e+47,4.700619930539012e+49,1.0,0.0016666666666666666,399.3,0.0,0.0,1.0959055790167147e+50,9.23394264382948e+47,1.0959055790167147e+50,0.0,2.168404344971009e-19,12.116517651536682,0.0,0.0,0.5,0.2,0,stationary,none,10
807.86332736902,579.362660924967,813.7125767050582,262.7,0.4378333333333334,58.9,125.8,581.9,1319.1490766214624,946.7316559454301,1320.3966004524248,12.337341690980274,0.020562236151633776,7.313685801290618,27.054759285567485,4.109744517606903,0.5,0.2,0,stationary,full,10
2.1533102664949146e+71,1.4037066925430247e+69,2.1533102664949146e+71,1.2,0.002,370.4,0.0,0.0,5.348921651662785e+71,3.473738761476195e+69,5.348921651662785e+71,0.6000000000000001,0.0009999999999999998,11.577564510725042,0.0,0.0,0.5,0.3,0,stationary,none,10
807.86332736902,579.362660924967,813.7125767050582,262.7,0.4378333333333334,58.9,125.8,581.9,1319.1490766214624,946.7316559454301,1320.3966004524248,12.337341690980274,0.020562236151633776,7.313685801290618,27.054759285567485,4.109744517606903,0.5,0.3,0,stationary,full,10
1.0517260846500246e+110,5.180707994616922e+107,1.0517260846500246e+110,1.0,0.0016666666666666666,347.7,0.0,0.0,2.6024636562538864e+110,1.3056615615628722e+108,2.6024636562538864e+110,0.0,2.168404344971009e-19,9.539916142189092,0.0,0.0,0.5,0.5,0,stationary,none,10
807.86332736902,579.362660924967,813.7125767050582,262.7,0.4378333333333334,58.9,125.8,581.9,1319.1490766214624,946.7316559454301,1320.3966004524248,12.337341690980274,0.020562236151633776,7.313685801290618,27.054759285567485,4.109744517606903,0.5,0.5,0,stationary,full,10
6.589499655965546e+143,2.8042618230399234e+141,6.589499655965546e+143,1.2,0.002,334.7,0.0,0.0,1.6066079793580923e+144,7.074257946300179e+141,1.6066079793580923e+144,0.6000000000000001,0.0009999999999999998,9.747307320486001,0.0,0.0,0.5,0.7,0,stationary,none,10
807.86332736902,579.362660924967,813.7125767050582,262.7,0.4378333333333334,58.9,125.8,581.9,1319.1490766214624,946.7316559454301,1320.3966004524248,12.337341690980274,0.020562236151633776,7.313685801290618,27.054759285567485,4.109744517606903,0.5,0.7,0,stationary,full,10
4.634254958831862e+187,1.743773602623526e+185,4.634254958831862e+187,1.2,0.002,323.3,0.0,0.0,inf,inf,inf,0.6000000000000001,0.0009999999999999998,11.180787092150533,0.0,0.0,0.5,1.0,0,stationary,none,10
807.86332736902,579.362660924967,813.7125767050582,262.7,0.4378333333333334,58.9,125.8,581.9,1319.1490766214624,946.7316559454301,1320.3966004524248,12.337341690980274,0.020562236151633776,7.313685801290618,27.054759285567485,4.109744517606903,0.5,1.0,0,stationary,full,10
764.6684685126754,154.90878124945957,765.1970723414745,110.8,0.18466666666666665,153.2,0.0,0.0,432.87051990858237,90.9942099066171,432.5331266949395,33.376039309660456,0.055626732182767424,27.675982367388514,0.0,0.0,0.6,0.01,0,stationary,none,10
383.2973546235845,278.9463541613197,388.9501650909662,269.8,0.4496666666666666,57.0,102.3,585.2,439.3660589441233,337.60211613446535,436.64940950322404,4.935585071701226,0.008225975119502044,6.44980619863884,22.13616949700196,2.315167380558045,0.6,0.01,0,stationary,full,10
206404940548.05728,8126263248.028216,206404995912.2784,7.6,0.012666666666666665,394.4,0.0,0.0,138899831562.144,5589601822.401255,138899856730.10892,4.476605857119878,0.007461009761866463,14.954597955144097,0.0,0.0,0.6,0.05,0,stationary,none,10
383.2973546235845,278.9463541613197,388.9501650909662,269.8,0.4496666666666666,57.0,102.3,585.2,439.3660589441233,337.60211613446535,436.64940950322404,4.935585071701226,0.008225975119502044,6.44980619863884,22.13616949700196,2.315167380558045,0.6,0.05,0,stationary,full,10
2.981899583606002e+21,6.315470785996703e+19,2.9818995836171206e+21,5.6,0.009333333333333334,414.9,0.0,0.0,2.9070199789860825e+21,6.496148167055243e+19,2.90701997899288e+21,3.352610922848042,0.005587684871413403,14.480676779764128,0.0,0.0,0.6,0.1,0,stationary,none,10
383.2973546235845,278.9463541613197,388.9501650909662,269.8,0.4496666666666666,57.0,102.3,585.2,439.3660589441233,337.60211613446535,436.64940950322404,4.935585071701226,0.008225975119502044,6.44980619863884,22.13616949700196,2.315167380558045,0.6,0.1,0,stationary,full,10
3.774894789003956e+40,4.357787982186655e+38,3.774894789003956e+40,2.8,0.004666666666666666,388.3,0.0,0.0,5.053318738252882e+40,5.546810845445468e+38,5.053318738252882e+40,2.4413111231467406,0.004068851871911234,9.423905772024677,0.0,0.0,0.6,0.2,0,stationary,none,10
383.2973546235845,278.9463541613197,388.9501650909662,269.8,0.4496666666666666,57.0,102.3,585.2,439.3660589441233,337.60211613446535,436.64940950322404,4.935585071701226,0.008225975119502044,6.44980619863884,22.13616949700196,2.315167380558045,0.6,0.2,0,stationary,full,10
1.734381590189546e+58,1.3158078636052086e+56,1.734381590189546e+58,3.0,0.004999999999999999,344.2,0.0,0.0,2.904278441881423e+58,2.0402874472378065e+56,2.904278441881423e+58,1.2649110640673518,0.0021081851067789193,7.717512552629894,0.0,0.0,0.6,0.3,0,stationary,none,10
383.2973546235845,278.9463541613197,388.9501650909662,269.8,0.4496666666666666,57.0,102.3,585.2,439.3660589441233,337.60211613446535,436.64940950322404,4.935585071701226,0.008225975119502044,6.44980619863884,22.13616949700196,2.315167380558045,0.6,0.3,0,stationary,full,10
7.976799876830086e+89,3.50456217287811e+87,7.976799876830086e+89,2.8,0.004666666666666666,309.8,0.0,0.0,1.5436528842118708e+90,6.653706628027718e+87,1.5436528842118708e+90,2.08806130178211,0.00348010216963685,8.340263784797218,0.0,0.0,0.6,0.5,0,stationary,none,10
383.2973546235845,278.9463541613197,388.9501650909662,269.8,0.4496666666666666,57.0,102.3,585.2,439.3660589441233,337.60211613446535,436.64940950322404,4.935585071701226,0.008225975119502044,6.44980619863884,22.13616949700196,2.315167380558045,0.6,0.5,0,stationary,full,10
4.087704827514454e+117,1.327877230453937e+115,4.087704827514454e+117,2.2,0.003666666666666666,294.9,0.0,0.0,8.120139290204107e+117,2.6443589015731304e+115,8.120139290204107e+117,0.9797958971132713,0.001632993161855452,8.94930164873215,0.0,0.0,0.6,0.7,0,stationary,none,10
383.2973546235845,278.9463541613197,388.9501650909662,269.8,0.4496666666666666,57.0,102.3,585.2,439.3660589441233,337.60211613446535,436.64940950322404,4.935585071701226,0.008225975119502044,6.44980619863884,22.13616949700196,2.315167380558045,0.6,0.7,0,stationary,full,10
3.7634893291227576e+153,9.579208769493973e+150,3.7634893291227576e+153,1.8,0.003,283.3,0.0,0.0,inf,1.927498846568791e+151,inf,0.9797958971132713,0.001632993161855452,9.000555538409838,0.0,0.0,0.6,1.0,0,stationary,none,10
383.2973546235845,278.9463541613197,388.9501650909662,269.8,0.4496666666666666,57.0,102.3,585.2,439.3660589441233,337.60211613446535,436.64940950322404,4.935585071701226,0.008225975119502044,6.44980619863884,22.13616949700196,2.315167380558045,0.6,1.0,0,stationary,full,10
920356.5635922566,77849.98520017108,920356.5635922566,14.8,0.024666666666666663,470.7,0.0,0.0,463128.3363212063,39172.18599729792,463128.3363212063,8.459314393022641,0.0140988573217044,21.982038122066843,0.0,0.0,0.0,0.01,1,single_drift,none,10
20641087093.99046,1745916307.2461705,20641087093.99046,1.0,0.0016666666666666666,599.0,0.0,0.0,2188124956.5653286,185081522.80111593,2188124956.5653286,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.01,1,single_drift,full,10
1.5606812295853976e+26,2.7978065945006597e+24,1.5606812295853976e+26,1.0,0.0016666666666666666,587.4,0.0,0.0,8.14582094360161e+25,1.4602874130602527e+24,8.14582094360161e+25,0.0,2.168404344971009e-19,4.152107898405339,0.0,0.0,0.0,0.05,1,single_drift,none,10
20641087093.99046,1745916307.2461705,20641087093.99046,1.0,0.0016666666666666666,599.0,0.0,0.0,2188124956.5653286,185081522.80111593,2188124956.5653286,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.05,1,single_drift,full,10
2.5786117563483584e+50,2.476285893001201e+48,2.5786117563483584e+50,1.0,0.0016666666666666666,595.5,0.0,0.0,1.33475124528414e+50,1.281784926026833e+48,1.33475124528414e+50,0.0,2.168404344971009e-19,2.247220505424423,0.0,0.0,0.0,0.1,1,single_drift,none,10
20641087093.99046,1745916307.2461705,20641087093.99046,1.0,0.0016666666666666666,599.0,0.0,0.0,2188124956.5653286,185081522.80111593,2188124956.5653286,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.1,1,single_drift,full,10
5.017833627841794e+95,2.737000160640978e+93,5.017833627841794e+95,1.0,0.0016666666666666666,598.4,0.0,0.0,2.5851186896568783e+95,1.4100647398128427e+93,2.5851186896568783e+95,0.0,2.168404344971009e-19,0.6633249580710799,0.0,0.0,0.0,0.2,1,single_drift,none,10
20641087093.99046,1745916307.2461705,20641087093.99046,1.0,0.0016666666666666666,599.0,0.0,0.0,2188124956.5653286,185081522.80111593,2188124956.5653286,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.2,1,single_drift,full,10
2.289611222579055e+137,9.346480594585999e+134,2.289611222579055e+137,1.0,0.0016666666666666666,598.8,0.0,0.0,1.1728736283234985e+137,4.7878174682770834e+134,1.1728736283234985e+137,0.0,2.168404344971009e-19,0.4,0.0,0.0,0.0,0.3,1,single_drift,none,10
20641087093.99046,1745916307.2461705,20641087093.99046,1.0,0.0016666666666666666,599.0,0.0,0.0,2188124956.5653286,185081522.80111593,2188124956.5653286,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.3,1,single_drift,full,10
6.862436369394258e+211,2.0587309108182772e+209,6.862436369394258e+211,1.0,0.0016666666666666666,599.0,0.0,0.0,inf,inf,inf,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.5,1,single_drift,none,10
20641087093.99046,1745916307.2461705,20641087093.99046,1.0,0.0016666666666666666,599.0,0.0,0.0,2188124956.5653286,185081522.80111593,2188124956.5653286,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.5,1,single_drift,full,10
9.458941137381706e+276,2.4106119829835212e+274,9.458941137381706e+276,1.0,0.0016666666666666666,599.0,0.0,0.0,inf,inf,inf,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.7,1,single_drift,none,10
20641087093.99046,1745916307.2461705,20641087093.99046,1.0,0.0016666666666666666,599.0,0.0,0.0,2188124956.5653286,185081522.80111593,2188124956.5653286,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,0.7,1,single_drift,full,10
inf,inf,inf,1.0,0.0016666666666666666,510.6,0.0,0.0,,,,0.0,2.168404344971009e-19,0.48989794855663565,0.0,0.0,0.0,1.0,1,single_drift,none,10
20641087093.99046,1745916307.2461705,20641087093.99046,1.0,0.0016666666666666666,599.0,0.0,0.0,2188124956.5653286,185081522.80111593,2188124956.5653286,0.0,2.168404344971009e-19,0.0,0.0,0.0,0.0,1.0,1,single_drift,full,10
504459.1218559047,44602.34253374654,504459.1218559047,19.6,0.03266666666666666,446.2,0.0,0.0,246652.53407206398,21456.11810843437,246652.53407206398,9.4678403028357,0.0157797338380595,21.535087647836498,0.0,0.0,0.05,0.01,1,single_drift,none,10
113429.19812199015,99801.11099406982,113429.19812199015,259.1,0.43183333333333335,75.5,151.5,569.1,110989.6812327797,97678.95410140697,110989.6812327797,18.87564568432031,0.03145940947386718,11.612493272333896,20.616740770548578,12.461540835707275,0.05,0.01,1,single_drift,full,10
8.902978867698827e+24,1.651146589272317e+23,8.902978867698827e+24,1.0,0.0016666666666666666,570.6,0.0,0.0,5.418861605432287e+24,9.74377218455684e+22,5.418861605432287e+24,0.0,2.168404344971009e-19,5.76541412215983,0.0,0.0,0.05,0.05,1,single_drift,none,10
113429.19812199015,99801.11099406982,113429.19812199015,259.1,0.43183333333333335,75.5,151.5,569.1,110989.6812327797,97678.95410140697,110989.6812327797,18.87564568432031,0.03145940947386718,11.612493272333896,20.616740770548578,12.461540835707275,0.05,0.05,1,single_drift,full,10
1.1255657257048759e+48,1.1105218993925451e+46,1.1255657257048759e+48,1.0,0.0016666666666666666,575.2,0.0,0.0,1.0164939728846326e+48,9.818489957292774e+45,1.0164939728846326e+48,0.0,2.168404344971009e-19,4.331281565541543,0.0,0.0,0.05,0.1,1,single_drift,none,10
113429.19812199015,99801.11099406982,113429.19812199015,259.1,0.43183333333333335,75.5,151.5,569.1,110989.6812327797,97678.95410140697,110989.6812327797,18.87564568432031,0.03145940947386718,11.612493272333896,20.616740770548578,12.461540835707275,0.05,0.1,1,single_drift,full,10
2.4970451133507453e+91,1.387521058618736e+89,2.4970451133507453e+91,1.0,0.0016666666666666666,574.5,0.0,0.0,3.44530362791616e+91,1.886655339342829e+89,3.44530362791616e+91,0.0,2.168404344971009e-19,3.8535697735995385,0.0,0.0,0.05,0.2,1,single_drift,none,10
113429.19812199015,99801.11099406982,113429.19812199015,259.1,0.43183333333333335,75.5,151.5,569.1,110989.6812327797,97678.95410140697,110989.6812327797,18.87564568432031,0.03145940947386718,11.612493272333896,20.616740770548578,12.461540835707275,0.05,0.2,1,single_drift,full,10
2.2127087491915857e+131,9.144124733751177e+128,2.2127087491915857e+131,1.0,0.0016666666666666666,573.3,0.0,0.0,3.572163955526834e+131,1.4606292019249945e+129,3.572163955526834e+131,0.0,2.168404344971009e-19,3.7696153649941526,0.0,0.0,0.05,0.3,1,single_drift,none,10
113429.19812199015,99801.11099406982,113429.19812199015,259.1,0.43183333333333335,75.5,151.5,569.1,110989.6812327797,97678.95410140697,110989.6812327797,18.87564568432031,0.03145940947386718,11.612493272333896,20.616740770548578,12.461540835707275,0.05,0.3,1,single_drift,full,10
6.3773683611855255e+202,1.9232757565989297e+200,6.3773683611855255e+202,1.0,0.0016666666666666666,572.0,0.0,0.0,inf,inf,inf,0.0,2.168404344971009e-19,4.33589667773576,0.0,0.0,0.05,0.5,1,single_drift,none,10
113429.19812199015,99801.11099406982,113429.19812199015,259.1,0.43183333333333335,75.5,151.5,569.1,110989.6812327797,97678.95410140697,110989.6812327797,18.87564568432031,0.03145940947386718,11.612493272333896,20.616740770548578,12.461540835707275,0.05,0.5,1,single_drift,full,10
2.068626791893474e+265,5.28399256463391e+262,2.068626791893474e+265,1.0,0.0016666666666666666,571.3,0.0,0.0,inf,inf,inf,0.0,2.168404344971009e-19,4.1000000000000005,0.0,0.0,0.05,0.7,1,single_drift,none,10
113429.19812199015,99801.11099406982,113429.19812199015,259.1,0.43183333333333335,75.5,151.5,569.1,110989.6812327797,97678.95410140697,110989.6812327797,18.87564568432031,0.03145940947386718,11.612493272333896,20.616740770548578,12.461540835707275,0.05,0.7,1,single_drift,full,10
inf,inf,inf,1.0,0.0016666666666666666,511.9,0.0,0.0,,,,0.0,2.168404344971009e-19,0.7,0.0,0.0,0.05,1.0,1,single_drift,none,10
113429.19812199015,99801.11099406982,113429.19812199015,259.1,0.43183333333333335,75.5,151.5,569.1,110989.6812327797,97678.95410140697,110989.6812327797,18.87564568432031,0.03145940947386718,11.612493272333896,20.616740770548578,12.461540835707275,0.05,1.0,1,single_drift,full,10
251567.62617959274,23551.612357739144,251567.62617959274,22.2,0.037,418.1,0.0,0.0,117969.83151326836,10840.91591671677,117969.83151326836,11.142710621747295,0.018571184369578827,20.48633691024337,0.0,0.0,0.1,0.01,1,single_drift,none,10
55319.37650159826,50143.201464312806,55320.330895815896,253.1,0.4218333333333334,66.5,142.5,574.6,71440.05976007441,65548.90391002467,71441.41031338788,12.061923561356206,0.020103205935593685,7.774959806970066,28.876461001999537,9.210863151735563,0.1,0.01,1,single_drift,full,10
3.114155485576736e+23,6.182006522811837e+21,3.114155485576736e+23,1.0,0.0016666666666666666,554.0,0.0,0.0,2.230990400005532e+23,4.6637635515829217e+21,2.230990400005532e+23,0.0,2.168404344971009e-19,5.531726674375733,0.0,0.0,0.1,0.05,1,single_drift,none,10
55319.37650159826,50143.201464312806,55320.330895815896,253.1,0.4218333333333334,66.5,142.5,574.6,71440.05976007441,65548.90391002467,71441.41031338788,12.061923561356206,0.020103205935593685,7.774959806970066,28.876461001999537,9.210863151735563,0.1,0.05,1,single_drift,full,10
1.7334981491512423e+45,1.9168780300394023e+43,1.7334981491512423e+45,1.0,0.0016666666666666666,553.5,0.0,0.0,2.0816905923602584e+45,2.46354916223914e+43,2.0816905923602584e+45,0.0,2.168404344971009e-19,5.5362442142665635,0.0,0.0,0.1,0.1,1,single_drift,none,10
55319.37650159826,50143.201464312806,55320.330895815896,253.1,0.4218333333333334,66.5,142.5,574.6,71440.05976007441,65548.90391002467,71441.41031338788,12.061923561356206,0.020103205935593685,7.774959806970066,28.876461001999537,9.210863151735563,0.1,0.1,1,single_drift,full,10
1.252108015258707e+86,8.322488358230348e+83,1.252108015258707e+86,1.0,0.0016666666666666666,546.0,0.0,0.0,2.2412036589929274e+86,1.5498940490199289e+84,2.2412036589929274e+86,0.0,2.168404344971009e-19,5.709640969448079,0.0,0.0,0.1,0.2,1,single_drift,none,10
55319.37650159826,50143.201464312806,55320.330895815896,253.1,0.4218333333333334,66.5,142.5,574.6,71440.05976007441,65548.90391002467,71441.41031338788,12.061923561356206,0.020103205935593685,7.774959806970066,28.876461001999537,9.210863151735563,0.1,0.2,1,single_drift,full,10
5.674203424300564e+123,2.846450927405776e+121,5.674203424300564e+123,1.0,0.0016666666666666666,542.2,0.0,0.0,1.1433713957988086e+124,5.897052543053414e+121,1.1433713957988086e+124,0.0,2.168404344971009e-19,6.161168720299745,0.0,0.0,0.1,0.3,1,single_drift,none,10
55319.37650159826,50143.201464312806,55320.330895815896,253.1,0.4218333333333334,66.5,142.5,574.6,71440.05976007441,65548.90391002467,71441.41031338788,12.061923561356206,0.020103205935593685,7.774959806970066,28.876461001999537,9.210863151735563,0.1,0.3,1,single_drift,full,10
1.2276558433768181e+191,4.3849129144469735e+188,1.2276558433768181e+191,1.0,0.0016666666666666666,539.1,0.0,0.0,inf,inf,inf,0.0,2.168404344971009e-19,5.85576638878294,0.0,0.0,0.1,0.5,1,single_drift,none,10
55319.37650159826,50143.201464312806,55320.330895815896,253.1,0.4218333333333334,66.5,142.5,574.6,71440.05976007441,65548.90391002467,71441.41031338788,12.061923561356206,0.020103205935593685,7.774959806970066,28.876461001999537,9.210863151735563,0.1,0.5,1,single_drift,full,10
9.705263907453026e+249,2.826891250645257e+247,9.705263907453026e+249,1.0,0.0016666666666666666,537.9,0.0,0.0,inf,inf,inf,0.0,2.168404344971009e-19,5.699999999999999,0.0,0.0,0.1,0.7,1,single_drift,none,10
55319.37650159826,50143.201464312806,55320.330895815896,253.1,0.4218333333333334,66.5,142.5,574.6,71440.05976007441,65548.90391002467,71441.41031338788,12.061923561356206,0.020103205935593685,7.774959806970066,28.876461001999537,9.210863151735563,0.1,0.7,1,single_drift,full,10
inf,inf,inf,1.0,0.0016666666666666666,513.6,0.0,0.0,,,,0.0,2.168404344971009e-19,1.8000000000000003,0.0,0.0,0.1,1.0,1,single_drift,none,10
55319.37650159826,50143.201464312806,55320.330895815896,253.1,0.4218333333333334,66.5,142.5,574.6,71440.05976007441,65548.90391002467,71441.41031338788,12.061923561356206,0.020103205935593685,7.774959806970066,28.876461001999537,9.210863151735563,0.1,1.0,1,single_drift,full,10
90772.62119719994,9353.695694392873,90777.06471123082,29.2,0.048666666666666664,377.5,0.0,0.0,46488.410494630436,4749.214755524613,46492.895257752076,15.477725931156682,0.025796209885261136,27.36512378923216,0.0,0.0,0.2,0.01,1,single_drift,none,10
20976.821538028627,18729.69635411638,20976.821538028627,264.5,0.4408333333333333,68.3,141.4,578.9,48052.525066586015,44336.79032480882,48052.525066586015,12.41168803990819,0.02068614673318031,9.055937278934742,21.16695537860842,7.687002016391045,0.2,0.01,1,single_drift,full,10
2.1905908110946056e+21,4.839291587308844e+19,2.1905908110972124e+21,1.2,0.002,524.7,0.0,0.0,1.5607257384006228e+21,3.334743923035386e+19,1.5607257384022264e+21,0.6000000000000001,0.0009999999999999998,8.978307190111062,0.0,0.0,0.2,0.05,1,single_drift,none,10
20976.821538028627,18729.69635411638,20976.821538028627,264.5,0.4408333333333333,68.3,141.4,578.9,48052.525066586015,44336.79032480882,48052.525066586015,12.41168803990819,0.02068614673318031,9.055937278934742,21.16695537860842,7.687002016391045,0.2,0.05,1,single_drift,full,10
1.1140171075832892e+41,1.3337776714542705e+39,1.1140171075832892e+41,1.0,0.0016666666666666666,523.6,0.0,0.0,9.681926839284877e+40,1.116851175373925e+39,9.681926839284877e+40,0.0,2.168404344971009e-19,8.82269800004511,0.0,0.0,0.2,0.1,1,single_drift,none,10
20976.821538028627,18729.69635411638,20976.821538028627,264.5,0.4408333333333333,68.3,141.4,578.9,48052.525066586015,44336.79032480882,48052.525066586015,12.41168803990819,0.02068614673318031,9.055937278934742,21.16695537860842,7.687002016391045,0.2,0.1,1,single_drift,full,10
1.0815330192478693e+78,7.376783345974211e+75,1.0815330192478693e+78,1.0,0.0016666666666666666,506.3,0.0,0.0,1.398393572622395e+78,9.66142912135998e+75,1.398393572622395e+78,0.0,2.168404344971009e-19,7.950471684120383,0.0,0.0,0.2,0.2,1,single_drift,none,10
20976.821538028627,18729.69635411638,20976.821538028627,264.5,0.4408333333333333,68.3,141.4,578.9,48052.525066586015,44336.79032480882,48052.525066586015,12.41168803990819,0.02068614673318031,9.055937278934742,21.16695537860842,7.687002016391045,0.2,0.2,1,single_drift,full,10
1.4865785238288676e+112,7.607164325254246e+109,1.4865785238288676e+112,1.0,0.0016666666666666666,498.7,0.0,0.0,2.767800341347903e+112,1.4626184903348946e+110,2.767800341347903e+112,0.0,2.168404344971009e-19,8.98943824718764,0.0,0.0,0.2,0.3,1,single_drift,none,10
20976.821538028627,18729.69635411638,20976.821538028627,264.5,0.4408333333333333,68.3,141.4,578.9,48052.525066586015,44336.79032480882,48052.525066586015,12.41168803990819,0.02068614673318031,9.055937278934742,21.16695537860842,7.687002016391045,0.2,0.3,1,single_drift,full,10
2.541246091123758e+173,9.535063231743943e+170,2.541246091123758e+173,1.0,0.0016666666666666666,492.4,0.0,0.0,inf,inf,inf,0.0,2.168404344971009e-19,9.36162379077476,0.0,0.0,0.2,0.5,1,single_drift,none,10
20976.821538028627,18729.69635411638,20976.821538028627,264.5,0.4408333333333333,68.3,141.4,578.9,48052.525066586015,44336.79032480882,48052.525066586015,12.41168803990819,0.02068614673318031,9.055937278934742,21.16695537860842,7.687002016391045,0.2,0.5,1,single_drift,full,10
1.0801989798583957e+227,3.381693905082772e+224,1.0801989798583957e+227,1.0,0.0016666666666666666,489.5,0.0,0.0,inf,inf,inf,0.0,2.168404344971009e-19,8.628441342444185,0.0,0.0,0.2,0.7,1,single_drift,none,10
20976.821538028627,18729.69635411638,20976.821538028627,264.5,0.4408333333333333,68.3,141.4,578.9,48052.525066586015,44336.79032480882,48052.525066586015,12.41168803990819,0.02068614673318031,9.055937278934742,21.16695537860842,7.687002016391045,0.2,0.7,1,single_drift,full,10
4.653588720784849e+296,1.2287535793425661e+294,4.653588720784849e+296,1.0,0.0016666666666666666,488.0,0.0,0.0,inf,inf,inf,0.0,2.168404344971009e-19,8.637129152675673,0.0,0.0,0.2,1.0,1,single_drift,none,10
20976.821538028627,18729.69635411638,20976.821538028627,264.5,0.4408333333333333,68.3,141.4,578.9,48052.525066586015,44336.79032480882,48052.525066586015,12.41168803990819,0.02068614673318031,9.055937278934742,21.16695537860842,7.687002016391045,0.2,1.0,1,single_drift,full,10
30228.499819807137,3675.6275862039743,30231.645259819634,35.2,0.058666666666666666,335.2,0.0,0.0,12665.285909778075,1502.8442172424998,12670.553978927448,13.607350954539243,0.022678918257565402,24.210741417808748,0.0,0.0,0.3,0.01,1,single_drift,none,10
